,original,paraphrase,similar
144,"Ragnall died the following year, whereupon the Annals of Ulster describe him as ""king of the fair foreigners and the dark foreigners"".","Common service, feudal obligations, and money contracts of bonds of manrent were the basis of Scottish armies in the late Middle Ages.",False
382,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,Many Scots were involved in foreign armies during the Thirty Years' War.,True
225,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",The Great Michael was the largest ship in Europe at that time.,False
237,He developed his early photographic work as a member of the Sierra Club.,"In 1542, James V built a new harbour at Burntisland.",False
3,"The first season of the military science fiction television series Stargate SG-1 commenced airing on the Showtime channel in the United States on July 27, 1997, concluded on the Sci Fi channel on March 6, 1998, and contained 22 episodes.","The first season of the military science fiction television series began airing on the Showtime channel in the United States on July 27, 1997 and ended on theSci Fi channel on March 6, 1998 with 22 episodes.",True
229,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",The Burntisland harbour was built in 1542 by James V.,False
115,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.",His photography was characterized by clarity and depth.,False
138,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.",He helped to found the Center for Creative Photography at the University of Arizona and helped to stage that department's first photography exhibition.,False
40,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.","Saman deals with themes of sexuality, taboo for women writers in Indonesia at that time.",True
14,"Stargate SG-1 re-introduced supporting characters from the film universe, such as Jonathan ""Jack"" O'Neill and Daniel Jackson and included new characters such as Teal'c, George Hammond and Samantha ""Sam"" Carter.","Supporting characters from the film universe, such as Jonathan ""Jack"" O'Neill and Daniel Jackson, were re-introduced in the series.",True
384,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,Large numbers of Scots served in foreign armies during the Thirty Years' War.,True
8,The show itself is a spin-off from the 1994 hit movie Stargate written by Dean Devlin and Roland Emmerich.,The show is a spin-off of the 1994 movie Stargate.,True
53,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.","The stories reflect some of the personal experiences of Utami, such as her loss of religion.",True
382,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,"The Black Watch was raised for the British army in 1740, but it was delayed by the Jacobite Rebellion.",False
310,James IV established a gun foundry in 1511 and gunpowder weaponry fundamentally altered the nature of castle architecture.,Scottish privateers took English prizes.,False
